State,Commodity,price,types
NEBRASKA,"CORN, GRAIN",125.71428571428571,GENERAL
NEBRASKA,HAY,103.0,GENERAL
NEBRASKA,"HAY, (EXCL ALFALFA)",87.0,GENERAL
NEBRASKA,"HAY, ALFALFA",109.0,GENERAL
NEBRASKA,"MILLET, PROSO",187.5,GENERAL
NEBRASKA,OATS,110.35714285714285,GENERAL
NEBRASKA,"PEAS, DRY EDIBLE",213.99999999999997,GENERAL
NEBRASKA,POTATOES,228.0,GENERAL
NEBRASKA,"SORGHUM, GRAIN",111.6,GENERAL
NEBRASKA,SOYBEANS,295.35714285714283,GENERAL
NEBRASKA,SUGARBEETS,16.9,GENERAL
NEBRASKA,SUNFLOWER,373.99999999999994,GENERAL
NEBRASKA,"SUNFLOWER, NON",420.0,GENERAL
NEBRASKA,"SUNFLOWER, OIL TYPE",360.0,GENERAL
NEBRASKA,WHEAT,138.57142857142856,GENERAL
NEBRASKA,"WHEAT, WINTER",138.57142857142856,GENERAL
NEVADA,HAY,175.0,GENERAL
NEVADA,"HAY, (EXCL ALFALFA)",171.0,GENERAL
NEVADA,"HAY, ALFALFA",175.0,GENERAL
NEW HAMPSHIRE,HAY,164.0,GENERAL
NEW HAMPSHIRE,"HAY, (EXCL ALFALFA)",161.0,GENERAL
NEW HAMPSHIRE,"HAY, ALFALFA",197.0,GENERAL
NEW JERSEY,ASPARAGUS,5120.0,GENERAL
NEW JERSEY,"BLUEBERRIES, TAME",2960.0,"FRESH MARKET, GENERAL, PROCESSING"
NEW JERSEY,"CORN, GRAIN",153.57142857142856,GENERAL
NEW JERSEY,CRANBERRIES,1100.6666666666667,"FRESH MARKET, GENERAL, PROCESSING"
NEW JERSEY,HAY,187.0,GENERAL
NEW JERSEY,"HAY, (EXCL ALFALFA)",179.0,GENERAL
NEW JERSEY,"HAY, ALFALFA",224.0,GENERAL
NEW JERSEY,PEACHES,1430.0,GENERAL
NEW JERSEY,"PEPPERS, BELL",721.6666666666666,"FRESH MARKET, GENERAL, PROCESSING"
NEW JERSEY,SOYBEANS,301.7857142857143,GENERAL
NEW JERSEY,SPINACH,453.99999999999994,GENERAL
NEW JERSEY,SQUASH,1070.0,"FRESH MARKET, GENERAL"
NEW JERSEY,WHEAT,176.78571428571428,GENERAL
NEW JERSEY,"WHEAT, WINTER",176.78571428571428,GENERAL
NEW MEXICO,"CORN, GRAIN",157.14285714285714,GENERAL
NEW MEXICO,"COTTON, COTTONSEED",210.0,GENERAL
NEW MEXICO,HAY,223.0,GENERAL
NEW MEXICO,"HAY, (EXCL ALFALFA)",182.0,GENERAL
NEW MEXICO,"HAY, ALFALFA",231.0,GENERAL
NEW MEXICO,"ONIONS, DRY",832.0,"FRESH MARKET, GENERAL"
NEW MEXICO,PEANUTS,548.0,GENERAL
NEW MEXICO,PECANS,3759.9999999999995,GENERAL
NEW MEXICO,"PEPPERS, CHILE",792.0,GENERAL
NEW MEXICO,WHEAT,156.42857142857142,GENERAL
NEW MEXICO,"WHEAT, WINTER",156.42857142857142,GENERAL
NEW YORK,APPLES,407.3333333333333,"FRESH MARKET, GENERAL, PROCESSING"
NEW YORK,BARLEY,137.5,GENERAL
NEW YORK,"BEANS, SNAP",737.3333333333334,"FRESH MARKET, GENERAL, PROCESSING"
NEW YORK,CABBAGE,372.0,GENERAL
NEW YORK,"CHERRIES, TART",1208.0,"FRESH MARKET, GENERAL, PROCESSING"
NEW YORK,"CORN, GRAIN",150.0,GENERAL
NEW YORK,HAY,163.0,GENERAL
NEW YORK,"HAY, (EXCL ALFALFA)",160.0,GENERAL
NEW YORK,"HAY, ALFALFA",197.0,GENERAL
NEW YORK,OATS,128.92857142857142,GENERAL
NEW YORK,"ONIONS, DRY",320.66666666666663,"FRESH MARKET, GENERAL, PROCESSING"
NEW YORK,PUMPKINS,453.99999999999994,"FRESH MARKET, GENERAL"
NEW YORK,SOYBEANS,303.57142857142856,GENERAL
NEW YORK,SQUASH,711.0,"FRESH MARKET, GENERAL, PROCESSING"
NEW YORK,SWEET CORN,353.3333333333333,"FRESH MARKET, GENERAL, PROCESSING"
NEW YORK,WHEAT,196.42857142857142,GENERAL
NEW YORK,"WHEAT, WINTER",196.42857142857142,GENERAL
NORTH CAROLINA,BARLEY,116.07142857142857,GENERAL
NORTH CAROLINA,"BLUEBERRIES, TAME",3400.0,GENERAL
NORTH CAROLINA,"CORN, GRAIN",157.5,GENERAL
NORTH CAROLINA,"COTTON, COTTONSEED",141.0,GENERAL
NORTH CAROLINA,"COTTON, UPLAND",1210.0,GENERAL
NORTH CAROLINA,CUCUMBERS,314.0,"FRESH MARKET, GENERAL, PROCESSING"
NORTH CAROLINA,HAY,113.0,GENERAL
NORTH CAROLINA,"HAY, (EXCL ALFALFA)",112.0,GENERAL
NORTH CAROLINA,"HAY, ALFALFA",212.0,GENERAL
NORTH CAROLINA,"MELONS, WATERMELON",282.0,"FRESH MARKET, GENERAL"
NORTH CAROLINA,OATS,110.71428571428571,GENERAL
NORTH CAROLINA,PEANUTS,442.0,GENERAL
NORTH CAROLINA,"PEPPERS, BELL",805.9999999999999,GENERAL
NORTH CAROLINA,PUMPKINS,312.0,GENERAL
NORTH CAROLINA,SOYBEANS,311.0714285714286,GENERAL
NORTH CAROLINA,SQUASH,724.0,GENERAL
NORTH CAROLINA,SWEET POTATOES,398.3333333333333,"FRESH MARKET, GENERAL, PROCESSING"
NORTH CAROLINA,TOBACCO,3740.0,GENERAL
NORTH CAROLINA,"TOBACCO, AIR",4000.0,GENERAL
NORTH CAROLINA,"TOBACCO, FLUE",3740.0,GENERAL
NORTH CAROLINA,WHEAT,189.28571428571428,GENERAL
NORTH CAROLINA,"WHEAT, WINTER",189.28571428571428,GENERAL
NORTH DAKOTA,BARLEY,148.57142857142858,GENERAL
NORTH DAKOTA,"BARLEY, FEED",117.85714285714285,GENERAL
NORTH DAKOTA,"BARLEY, MALTING",157.5,GENERAL
NORTH DAKOTA,"BEANS, DRY EDIBLE, INCL CHICKPEAS",592.0,GENERAL
NORTH DAKOTA,CANOLA,296.0,GENERAL
NORTH DAKOTA,"CORN, GRAIN",109.64285714285714,GENERAL
NORTH DAKOTA,FLAXSEED,326.7857142857143,GENERAL
NORTH DAKOTA,HAY,83.0,GENERAL
NORTH DAKOTA,"HAY, (EXCL ALFALFA)",66.0,GENERAL
NORTH DAKOTA,"HAY, ALFALFA",88.0,GENERAL
NORTH DAKOTA,LENTILS,278.0,GENERAL
NORTH DAKOTA,OATS,88.21428571428572,GENERAL
NORTH DAKOTA,"PEAS, DRY EDIBLE",189.79999999999998,GENERAL
NORTH DAKOTA,POTATOES,284.2,"FRESH MARKET, GENERAL, PROCESSING"
NORTH DAKOTA,RYE,162.85714285714283,GENERAL
NORTH DAKOTA,SOYBEANS,283.2142857142857,GENERAL
NORTH DAKOTA,SUGARBEETS,38.0,GENERAL
NORTH DAKOTA,SUNFLOWER,393.99999999999994,GENERAL
NORTH DAKOTA,"SUNFLOWER, NON",476.0,GENERAL
NORTH DAKOTA,"SUNFLOWER, OIL TYPE",380.0,GENERAL
NORTH DAKOTA,WHEAT,159.64285714285714,GENERAL
NORTH DAKOTA,"WHEAT, SPRING, (EXCL DURUM)",158.57142857142858,GENERAL
NORTH DAKOTA,"WHEAT, SPRING, DURUM",166.42857142857142,GENERAL
NORTH DAKOTA,"WHEAT, WINTER",138.21428571428572,GENERAL
OHIO,"CORN, GRAIN",139.64285714285714,GENERAL
OHIO,HAY,165.0,GENERAL
OHIO,"HAY, (EXCL ALFALFA)",140.0,GENERAL
OHIO,"HAY, ALFALFA",209.0,GENERAL
OHIO,OATS,133.92857142857142,GENERAL
OHIO,PUMPKINS,456.0,GENERAL
OHIO,SOYBEANS,322.85714285714283,GENERAL
OHIO,WHEAT,186.42857142857142,GENERAL
OHIO,"WHEAT, WINTER",186.42857142857142,GENERAL
OKLAHOMA,CANOLA,208.0,GENERAL
OKLAHOMA,"CORN, GRAIN",142.85714285714286,GENERAL
OKLAHOMA,"COTTON, COTTONSEED",152.0,GENERAL
OKLAHOMA,"COTTON, UPLAND",1242.0,GENERAL
OKLAHOMA,HAY,106.0,GENERAL
OKLAHOMA,"HAY, (EXCL ALFALFA)",100.0,GENERAL
OKLAHOMA,"HAY, ALFALFA",171.0,GENERAL
OKLAHOMA,OATS,75.0,GENERAL
OKLAHOMA,PEANUTS,469.99999999999994,GENERAL
OKLAHOMA,PECANS,2630.0,GENERAL
OKLAHOMA,"PECANS, NATIVE & SEEDLING",2500.0,GENERAL
OKLAHOMA,RYE,294.6428571428571,GENERAL
OKLAHOMA,"SORGHUM, GRAIN",120.0,GENERAL
OKLAHOMA,SOYBEANS,301.7857142857143,GENERAL
OKLAHOMA,WHEAT,153.92857142857142,GENERAL
OKLAHOMA,"WHEAT, WINTER",153.92857142857142,GENERAL
OREGON,APPLES,424.0,"FRESH MARKET, GENERAL, PROCESSING"
OREGON,BARLEY,135.7142857142857,GENERAL
OREGON,"BEANS, SNAP",306.0,GENERAL
OREGON,"BLUEBERRIES, TAME",1787.3333333333333,"FRESH MARKET, GENERAL, PROCESSING"
OREGON,"CHERRIES, SWEET",1166.6666666666667,"FRESH MARKET, GENERAL, PROCESSING"
OREGON,"CORN, GRAIN",155.0,GENERAL
OREGON,CRANBERRIES,1072.0,"FRESH MARKET, GENERAL, PROCESSING"
OREGON,HAY,197.0,GENERAL
OREGON,"HAY, (EXCL ALFALFA)",190.0,GENERAL
OREGON,"HAY, ALFALFA",200.0,GENERAL
OREGON,HAZELNUTS,1920.0,GENERAL
OREGON,HOPS,11000.0,GENERAL
OREGON,"MINT, PEPPERMINT, OIL",39400.0,GENERAL
OREGON,"MINT, SPEARMINT, OIL",31800.0,GENERAL
OREGON,"ONIONS, DRY",149.73333333333332,"FRESH MARKET, GENERAL, PROCESSING"
OREGON,PEARS,416.6666666666667,"FRESH MARKET, GENERAL, PROCESSING"
OREGON,"PEAS, GREEN",231.99999999999997,GENERAL
OREGON,POTATOES,184.79999999999998,GENERAL
OREGON,PUMPKINS,234.33333333333334,"FRESH MARKET, GENERAL, PROCESSING"
OREGON,SQUASH,318.46666666666664,"FRESH MARKET, GENERAL, PROCESSING"
OREGON,SUGARBEETS,50.9,GENERAL
OREGON,SWEET CORN,252.79999999999998,"FRESH MARKET, GENERAL, PROCESSING"
OREGON,WHEAT,204.64285714285717,GENERAL
OREGON,"WHEAT, WINTER",204.64285714285717,GENERAL
OTHER STATES,APRICOTS,926.0,"FRESH MARKET, PROCESSING"
OTHER STATES,ARTICHOKES,0.0,"FRESH MARKET, GENERAL, PROCESSING"
OTHER STATES,ASPARAGUS,1930.0,"FRESH MARKET, PROCESSING"
OTHER STATES,AVOCADOS,1709.0,"FRESH MARKET, PROCESSING"
OTHER STATES,"BEANS, SNAP",761.0,"FRESH MARKET, PROCESSING"
OTHER STATES,"BLUEBERRIES, TAME",2732.9999999999995,"FRESH MARKET, PROCESSING"
OTHER STATES,CABBAGE,430.6666666666667,"FRESH MARKET, GENERAL, PROCESSING"
OTHER STATES,CANOLA,0.0,GENERAL
OTHER STATES,CARROTS,298.45,"FRESH MARKET, PROCESSING"
OTHER STATES,CAULIFLOWER,891.5,"FRESH MARKET, PROCESSING"
OTHER STATES,"CHERRIES, TART",1730.0,"FRESH MARKET, PROCESSING"
OTHER STATES,CHICKPEAS,612.0,GENERAL
OTHER STATES,"CHICKPEAS, LARGE",660.0,GENERAL
OTHER STATES,"CHICKPEAS, SMALL",263.99999999999994,GENERAL
OTHER STATES,"COTTON, PIMA",2120.0,GENERAL
OTHER STATES,CUCUMBERS,433.6666666666667,"FRESH MARKET, GENERAL, PROCESSING"
OTHER STATES,DATES,3300.0,"FRESH MARKET, PROCESSING"
OTHER STATES,"LETTUCE, HEAD",0.0,PROCESSING
OTHER STATES,"LETTUCE, LEAF",0.0,PROCESSING
OTHER STATES,"LETTUCE, ROMAINE",0.0,PROCESSING
OTHER STATES,"MELONS, CANTALOUP",221.99999999999997,"FRESH MARKET, PROCESSING"
OTHER STATES,"MELONS, HONEYDEW",0.0,"FRESH MARKET, GENERAL, PROCESSING"
OTHER STATES,"MELONS, WATERMELON",130.33333333333334,"FRESH MARKET, GENERAL, PROCESSING"
OTHER STATES,"MINT, SPEARMINT, OIL",31000.0,GENERAL
OTHER STATES,OATS,98.21428571428571,GENERAL
OTHER STATES,"ONIONS, DRY",253.0,"FRESH MARKET, PROCESSING"
OTHER STATES,PEACHES,902.5,"FRESH MARKET, PROCESSING"
OTHER STATES,"PEAS, DRY EDIBLE",211.99999999999997,GENERAL
OTHER STATES,"PEAS, GREEN",1963.0,"FRESH MARKET, PROCESSING"
OTHER STATES,"PEPPERS, BELL",663.5,"FRESH MARKET, PROCESSING"
OTHER STATES,"PEPPERS, CHILE",799.5,"FRESH MARKET, PROCESSING"
OTHER STATES,PUMPKINS,286.0,"FRESH MARKET, GENERAL, PROCESSING"
OTHER STATES,RASPBERRIES,3431.0,"FRESH MARKET, PROCESSING"
OTHER STATES,"RICE, MEDIUM",231.99999999999997,GENERAL
OTHER STATES,RYE,219.64285714285714,GENERAL
OTHER STATES,SPINACH,786.6666666666666,"FRESH MARKET, GENERAL, PROCESSING"
OTHER STATES,SQUASH,583.0,"FRESH MARKET, PROCESSING"
OTHER STATES,STRAWBERRIES,1828.0,"FRESH MARKET, PROCESSING"
OTHER STATES,SUNFLOWER,0.0,GENERAL
OTHER STATES,"SUNFLOWER, NON",450.0,GENERAL
OTHER STATES,"SUNFLOWER, OIL TYPE",386.0,GENERAL
OTHER STATES,"TOBACCO, AIR",0.0,GENERAL
OTHER STATES,"TOBACCO, FLUE",0.0,GENERAL
PENNSYLVANIA,APPLES,430.3333333333333,"FRESH MARKET, GENERAL, PROCESSING"
PENNSYLVANIA,BARLEY,139.28571428571428,GENERAL
PENNSYLVANIA,"BEANS, SNAP",504.0,"FRESH MARKET, GENERAL, PROCESSING"
PENNSYLVANIA,"CORN, GRAIN",147.5,GENERAL
PENNSYLVANIA,HAY,184.0,GENERAL
PENNSYLVANIA,"HAY, (EXCL ALFALFA)",176.0,GENERAL
PENNSYLVANIA,"HAY, ALFALFA",226.0,GENERAL
PENNSYLVANIA,OATS,149.28571428571428,GENERAL
PENNSYLVANIA,PEACHES,1034.3333333333333,"FRESH MARKET, GENERAL, PROCESSING"
PENNSYLVANIA,PUMPKINS,517.9999999999999,GENERAL
PENNSYLVANIA,RYE,210.71428571428572,GENERAL
PENNSYLVANIA,SOYBEANS,303.57142857142856,GENERAL
PENNSYLVANIA,TOBACCO,5260.0,GENERAL
PENNSYLVANIA,"TOBACCO, AIR",3990.0,GENERAL
PENNSYLVANIA,"TOBACCO, CIGAR FILLER PA SEED LEAF (TYPE 41)",6740.0,GENERAL
PENNSYLVANIA,WHEAT,199.99999999999997,GENERAL
PENNSYLVANIA,"WHEAT, WINTER",199.99999999999997,GENERAL
RHODE ISLAND,HAY,171.0,GENERAL
RHODE ISLAND,"HAY, (EXCL ALFALFA)",161.0,GENERAL
RHODE ISLAND,"HAY, ALFALFA",197.0,GENERAL
SOUTH CAROLINA,"CORN, GRAIN",165.7142857142857,GENERAL
SOUTH CAROLINA,"COTTON, COTTONSEED",124.0,GENERAL
SOUTH CAROLINA,"COTTON, UPLAND",1188.0,GENERAL
SOUTH CAROLINA,HAY,142.0,GENERAL
SOUTH CAROLINA,"HAY, (EXCL ALFALFA)",142.0,GENERAL
SOUTH CAROLINA,"MELONS, WATERMELON",230.0,GENERAL
SOUTH CAROLINA,PEACHES,1350.0,GENERAL
SOUTH CAROLINA,PEANUTS,411.99999999999994,GENERAL
SOUTH CAROLINA,SOYBEANS,328.57142857142856,GENERAL
SOUTH CAROLINA,TOBACCO,3660.0,GENERAL
SOUTH CAROLINA,"TOBACCO, FLUE",3660.0,GENERAL
SOUTH CAROLINA,WHEAT,183.92857142857144,GENERAL
SOUTH CAROLINA,"WHEAT, WINTER",183.92857142857144,GENERAL
SOUTH DAKOTA,BARLEY,126.78571428571428,GENERAL
SOUTH DAKOTA,"CORN, GRAIN",118.57142857142857,GENERAL
SOUTH DAKOTA,HAY,102.0,GENERAL
SOUTH DAKOTA,"HAY, (EXCL ALFALFA)",85.0,GENERAL
SOUTH DAKOTA,"HAY, ALFALFA",108.0,GENERAL
SOUTH DAKOTA,"MILLET, PROSO",184.28571428571428,GENERAL
SOUTH DAKOTA,OATS,100.35714285714286,GENERAL
SOUTH DAKOTA,SAFFLOWER,356.0,GENERAL
SOUTH DAKOTA,"SORGHUM, GRAIN",119.0,GENERAL
SOUTH DAKOTA,SOYBEANS,293.5714285714286,GENERAL
SOUTH DAKOTA,SUNFLOWER,390.0,GENERAL
SOUTH DAKOTA,WHEAT,161.78571428571428,GENERAL
SOUTH DAKOTA,"WHEAT, SPRING, (EXCL DURUM)",168.21428571428572,GENERAL
SOUTH DAKOTA,"WHEAT, WINTER",156.78571428571428,GENERAL
TENNESSEE,"CORN, GRAIN",135.0,GENERAL
TENNESSEE,"COTTON, COTTONSEED",157.0,GENERAL
TENNESSEE,"COTTON, UPLAND",1178.0,GENERAL
TENNESSEE,HAY,112.0,GENERAL
TENNESSEE,"HAY, (EXCL ALFALFA)",111.0,GENERAL
TENNESSEE,"HAY, ALFALFA",215.0,GENERAL
TENNESSEE,SOYBEANS,320.0,GENERAL
TENNESSEE,TOBACCO,5010.0,GENERAL
TENNESSEE,"TOBACCO, AIR",4230.0,GENERAL
TENNESSEE,"TOBACCO, FIRE",5480.0,GENERAL
TENNESSEE,WHEAT,194.64285714285714,GENERAL
TENNESSEE,"WHEAT, WINTER",194.64285714285714,GENERAL
TEXAS,"CORN, GRAIN",150.0,GENERAL
TEXAS,"COTTON, COTTONSEED",167.0,GENERAL
TEXAS,"COTTON, UPLAND",1162.0,GENERAL
TEXAS,GRAPEFRUIT,496.5,GENERAL
TEXAS,HAY,130.0,GENERAL
TEXAS,"HAY, (EXCL ALFALFA)",117.0,GENERAL
TEXAS,"HAY, ALFALFA",187.0,GENERAL
TEXAS,"MELONS, WATERMELON",167.99999999999997,"FRESH MARKET, GENERAL, PROCESSING"
TEXAS,OATS,152.14285714285714,GENERAL
TEXAS,"ONIONS, DRY",346.0,GENERAL
TEXAS,ORANGES,427.8571428571428,GENERAL
TEXAS,"ORANGES, MID & NAVEL",385.7142857142857,GENERAL
TEXAS,"ORANGES, VALENCIA",747.8571428571429,GENERAL
TEXAS,PEANUTS,562.0,GENERAL
TEXAS,PECANS,4160.0,GENERAL
TEXAS,"PECANS, NATIVE & SEEDLING",2000.0,GENERAL
TEXAS,POTATOES,248.0,GENERAL
TEXAS,RICE,256.0,GENERAL
TEXAS,"SORGHUM, GRAIN",129.79999999999998,GENERAL
TEXAS,SOYBEANS,275.0,GENERAL
TEXAS,"SUGARCANE, SUGAR",19.5,GENERAL
TEXAS,SUNFLOWER,366.0,GENERAL
TEXAS,"SUNFLOWER, NON",400.0,GENERAL
TEXAS,"SUNFLOWER, OIL TYPE",360.0,GENERAL
TEXAS,WHEAT,158.57142857142858,GENERAL
TEXAS,"WHEAT, WINTER",158.57142857142858,GENERAL
UTAH,BARLEY,132.14285714285714,GENERAL
UTAH,"CHERRIES, TART",312.0,"GENERAL, PROCESSING"
UTAH,"CORN, GRAIN",153.57142857142856,GENERAL
UTAH,HAY,181.0,GENERAL
UTAH,"HAY, (EXCL ALFALFA)",144.0,GENERAL
UTAH,"HAY, ALFALFA",182.0,GENERAL
UTAH,SAFFLOWER,342.0,GENERAL
UTAH,WHEAT,176.78571428571428,GENERAL
UTAH,"WHEAT, WINTER",176.78571428571428,GENERAL
VERMONT,HAY,167.0,GENERAL
VERMONT,"HAY, (EXCL ALFALFA)",161.0,GENERAL
VERMONT,"HAY, ALFALFA",197.0,GENERAL
VIRGINIA,APPLES,372.0,"FRESH MARKET, GENERAL, PROCESSING"
VIRGINIA,BARLEY,107.14285714285714,GENERAL
VIRGINIA,"CORN, GRAIN",146.42857142857142,GENERAL
VIRGINIA,"COTTON, COTTONSEED",135.0,GENERAL
VIRGINIA,"COTTON, UPLAND",1212.0,GENERAL
VIRGINIA,HAY,126.0,GENERAL
VIRGINIA,"HAY, (EXCL ALFALFA)",122.0,GENERAL
VIRGINIA,"HAY, ALFALFA",207.0,GENERAL
VIRGINIA,PEANUTS,438.0,GENERAL
VIRGINIA,PUMPKINS,363.99999999999994,GENERAL
VIRGINIA,SOYBEANS,314.2857142857143,GENERAL
VIRGINIA,TOBACCO,3850.0,GENERAL
VIRGINIA,"TOBACCO, AIR",3779.9999999999995,GENERAL
VIRGINIA,"TOBACCO, FIRE",4500.0,GENERAL
VIRGINIA,"TOBACCO, FLUE",3840.0,GENERAL
VIRGINIA,WHEAT,180.35714285714286,GENERAL
VIRGINIA,"WHEAT, WINTER",180.35714285714286,GENERAL
WASHINGTON,APPLES,444.0,"FRESH MARKET, GENERAL, PROCESSING"
WASHINGTON,APRICOTS,1300.0,GENERAL
WASHINGTON,ASPARAGUS,1920.0,GENERAL
WASHINGTON,BARLEY,181.42857142857142,GENERAL
WASHINGTON,"BARLEY, FEED",111.78571428571428,GENERAL
WASHINGTON,"BARLEY, MALTING",202.5,GENERAL
WASHINGTON,"BEANS, DRY EDIBLE, INCL CHICKPEAS",715.9999999999999,GENERAL
WASHINGTON,"BLUEBERRIES, TAME",2200.6666666666665,"FRESH MARKET, GENERAL, PROCESSING"
WASHINGTON,CANOLA,312.0,GENERAL
WASHINGTON,CARROTS,594.6666666666666,"FRESH MARKET, GENERAL, PROCESSING"
WASHINGTON,"CHERRIES, SWEET",1406.6666666666667,"FRESH MARKET, GENERAL, PROCESSING"
WASHINGTON,"CHERRIES, TART",422.0,GENERAL
WASHINGTON,CHICKPEAS,350.0,GENERAL
WASHINGTON,"CHICKPEAS, LARGE",357.99999999999994,GENERAL
WASHINGTON,"CHICKPEAS, SMALL",323.99999999999994,GENERAL
WASHINGTON,"CORN, GRAIN",147.5,GENERAL
WASHINGTON,GRAPES,785.0,"GENERAL, PROCESSING"
WASHINGTON,"GRAPES, JUICE TYPE",225.0,"GENERAL, PROCESSING"
WASHINGTON,"GRAPES, WINE TYPE",1320.0,"GENERAL, PROCESSING"
WASHINGTON,HAY,193.0,GENERAL
WASHINGTON,"HAY, (EXCL ALFALFA)",182.0,GENERAL
WASHINGTON,"HAY, ALFALFA",197.0,GENERAL
WASHINGTON,HOPS,11600.0,GENERAL
WASHINGTON,LENTILS,360.0,GENERAL
WASHINGTON,"MINT, PEPPERMINT, OIL",38600.0,GENERAL
WASHINGTON,"MINT, SPEARMINT, OIL",34800.0,GENERAL
WASHINGTON,"ONIONS, DRY",266.0,GENERAL
WASHINGTON,PEACHES,1190.0,GENERAL
WASHINGTON,PEARS,419.3333333333333,"FRESH MARKET, GENERAL, PROCESSING"
WASHINGTON,"PEAS, DRY EDIBLE",246.0,GENERAL
WASHINGTON,"PEAS, GREEN",316.0,GENERAL
WASHINGTON,POTATOES,170.0,"GENERAL, PROCESSING"
WASHINGTON,PUMPKINS,777.9999999999999,"FRESH MARKET, GENERAL"
WASHINGTON,RASPBERRIES,1118.0,GENERAL
WASHINGTON,SUGARBEETS,50.9,GENERAL
WASHINGTON,SWEET CORN,292.6666666666667,"FRESH MARKET, GENERAL, PROCESSING"
WASHINGTON,WHEAT,197.5,GENERAL
WASHINGTON,"WHEAT, SPRING, (EXCL DURUM)",207.14285714285714,GENERAL
WASHINGTON,"WHEAT, WINTER",195.71428571428572,GENERAL
WEST VIRGINIA,"CORN, GRAIN",146.42857142857142,GENERAL
WEST VIRGINIA,HAY,114.0,GENERAL
WEST VIRGINIA,"HAY, (EXCL ALFALFA)",110.0,GENERAL
WEST VIRGINIA,"HAY, ALFALFA",192.0,GENERAL
WISCONSIN,BARLEY,187.5,GENERAL
WISCONSIN,"BEANS, SNAP",334.2666666666666,"FRESH MARKET, GENERAL, PROCESSING"
WISCONSIN,CABBAGE,236.0,GENERAL
WISCONSIN,CARROTS,87.2,GENERAL
WISCONSIN,"CHERRIES, TART",218.0,GENERAL
WISCONSIN,"CORN, GRAIN",122.5,GENERAL
WISCONSIN,CRANBERRIES,1022.0,"FRESH MARKET, GENERAL, PROCESSING"
WISCONSIN,HAY,185.0,GENERAL
WISCONSIN,"HAY, (EXCL ALFALFA)",145.0,GENERAL
WISCONSIN,"HAY, ALFALFA",197.0,GENERAL
WISCONSIN,OATS,111.78571428571428,GENERAL
WISCONSIN,"PEAS, GREEN",2010.0,"FRESH MARKET, GENERAL, PROCESSING"
WISCONSIN,POTATOES,239.33333333333334,"FRESH MARKET, GENERAL, PROCESSING"
WISCONSIN,RYE,250.0,GENERAL
WISCONSIN,SOYBEANS,300.7142857142857,GENERAL
WISCONSIN,SWEET CORN,190.9333333333333,"FRESH MARKET, GENERAL, PROCESSING"
WISCONSIN,WHEAT,162.14285714285714,GENERAL
WISCONSIN,"WHEAT, WINTER",162.14285714285714,GENERAL
WYOMING,BARLEY,175.0,GENERAL
WYOMING,"BARLEY, FEED",104.64285714285715,GENERAL
WYOMING,"BARLEY, MALTING",177.5,GENERAL
WYOMING,"BEANS, DRY EDIBLE, INCL CHICKPEAS",534.0,GENERAL
WYOMING,"CORN, GRAIN",123.21428571428572,GENERAL
WYOMING,HAY,176.0,GENERAL
WYOMING,"HAY, (EXCL ALFALFA)",150.0,GENERAL
WYOMING,"HAY, ALFALFA",181.0,GENERAL
WYOMING,SUGARBEETS,25.8,GENERAL
WYOMING,WHEAT,140.71428571428572,GENERAL
WYOMING,"WHEAT, WINTER",140.71428571428572,GENERAL
